time,battery_power_mw,battery_energy_mwh,grid_purchase_mw,price_yuan_per_kwh
2026-01-01 00:00:00,-4.12565769998356,28.846843616367664,88.44834230001644,0.336
2026-01-01 00:15:00,-25.103377574981288,21.830236276054915,55.12722242501871,0.336
2026-01-01 00:30:00,7.673986879154264,23.546191908077954,94.76688687915424,0.336
2026-01-01 00:45:00,-6.397604557314275,21.758007072663307,110.57929544268572,0.336
2026-01-01 01:00:00,9.784987466914412,23.945996786163718,133.72968746691438,0.336
2026-01-01 01:15:00,11.249972277616312,26.46156706193754,140.4930722776163,0.336
2026-01-01 01:30:00,-26.194287459697414,19.140041139180827,94.12911254030257,0.336
2026-01-01 01:45:00,13.27129788893828,22.10759356211237,120.93769788893827,0.336
2026-01-01 02:00:00,4.149800653277939,23.03551719749262,113.48640065327793,0.165
2026-01-01 02:15:00,11.511620512723383,25.609593797255666,121.52052051272337,0.165
2026-01-01 02:30:00,3.9101307160881094,26.48392560546396,131.65823071608813,0.165
2026-01-01 02:45:00,-5.506653423138314,24.94476918263031,145.90654657686167,0.165
2026-01-01 03:00:00,0.0014205116981491628,24.9450868187023,131.88942051169812,0.165
2026-01-01 03:15:00,7.19673838837541,26.55432644397127,129.80723838837542,0.165
2026-01-01 03:30:00,25.876951876747963,32.340588788661194,151.04545187674796,0.165
2026-01-01 03:45:00,-6.102696275623045,30.634833323870204,135.82880372437697,0.165
2026-01-01 04:00:00,22.542198729667746,35.67542219605485,169.10829872966775,0.165
2026-01-01 04:15:00,4.053365747712869,36.58178233101038,124.81026574771286,0.165
2026-01-01 04:30:00,22.680642446876444,41.65332815946867,141.27874244687644,0.165
2026-01-01 04:45:00,15.01165605341871,45.01003649849772,113.3026560534187,0.165
2026-01-01 05:00:00,-10.500631501179525,42.07502076808358,86.65226849882048,0.165
2026-01-01 05:15:00,13.595403323132974,45.11504536928877,115.72050332313299,0.165
2026-01-01 05:30:00,5.781838443680893,46.40790374878798,99.8899384436809,0.165
2026-01-01 05:45:00,10.282989248846333,48.70725004601997,94.34118924884632,0.165
2026-01-01 06:00:00,7.105891271100706,50.29617563831033,106.80059127110071,0.165
2026-01-01 06:15:00,14.668136918608587,53.57607076363864,104.23253691860857,0.165
2026-01-01 06:30:00,7.436581213861886,55.23894087507795,71.7070812138619,0.165
2026-01-01 06:45:00,21.29210369644273,60.0,93.38980369644273,0.165
2026-01-01 07:00:00,-14.262498591387551,56.01351045258281,47.09710140861245,0.165
2026-01-01 07:15:00,17.82812323923443,60.0,80.24952323923443,0.165
2026-01-01 07:30:00,-7.604311765866019,57.87453024617776,45.480288234133965,0.165
2026-01-01 07:45:00,9.505389707332533,60.0,44.450889707332536,0.165
2026-01-01 08:00:00,-1.2081418183402848,59.662314095966366,43.3472581816597,0.507
2026-01-01 08:15:00,1.510177272925353,60.0,49.619977272925354,0.507
2026-01-01 08:30:00,0.0,60.0,47.70530000000001,0.507
2026-01-01 08:45:00,-8.734834601217184,57.55853950743264,51.74976539878281,0.507
2026-01-01 09:00:00,-1.6054038900075485,57.10981547875771,39.38399610999247,0.507
2026-01-01 09:15:00,-18.538069888207172,51.92826742354856,8.500230111792849,0.507
2026-01-01 09:30:00,-13.044475502122918,48.28222567935137,7.759124497877078,0.507
2026-01-01 09:45:00,-9.730006170137179,45.56260627711148,15.366593829862822,0.507
2026-01-01 10:00:00,-4.776584647812657,44.227510280512604,24.101015352187318,0.507
2026-01-01 10:15:00,-17.01023320174507,39.47300556148437,21.3961667982549,0.507
2026-01-01 10:30:00,-27.830157344226734,31.694240105708623,5.798842655773253,0.507
2026-01-01 10:45:00,-18.83776106852005,26.428925819069885,8.355738931479962,0.507
2026-01-01 11:00:00,21.665076329470963,31.273384160111757,71.30947632947095,0.336
2026-01-01 11:15:00,9.640153025929319,33.42898790805958,65.2175530259293,0.336
2026-01-01 11:30:00,2.767699939368493,34.04786442863458,36.34489993936849,0.336
2026-01-01 11:45:00,-0.8410927364409071,33.81277186187668,42.7046072635591,0.336
2026-01-01 12:00:00,2.070442838512818,34.27573695492091,63.93584283851283,0.336
2026-01-01 12:15:00,19.4584095821297,38.62676961088844,83.75090958212975,0.336
2026-01-01 12:30:00,1.7877188808857625,39.02651570512048,56.30761888088574,0.336
2026-01-01 12:45:00,0.07292112231608083,39.04282136376992,66.72142112231607,0.336
2026-01-01 13:00:00,6.374149143920325,40.46812444222271,79.09164914392035,0.336
2026-01-01 13:15:00,-20.567278473271855,34.71939534492221,53.083321526728135,0.336
2026-01-01 13:30:00,8.558289641363723,36.63308708584437,85.25368964136369,0.336
2026-01-01 13:45:00,-12.774610168324951,33.06247499554004,54.894789831675055,0.336
2026-01-01 14:00:00,19.847162694767718,37.50043549013989,107.29296269476771,0.165
2026-01-01 14:15:00,22.813889411474094,42.60177624566177,95.91298941147411,0.165
2026-01-01 14:30:00,1.1535247342361155,42.8597122176097,68.75572473423613,0.165
2026-01-01 14:45:00,20.17403222731257,47.370762961663935,81.41263222731257,0.165
2026-01-01 15:00:00,7.1814148721248365,48.976576144533844,94.20071487212485,0.165
2026-01-01 15:15:00,8.8307170863736,50.95118451405387,117.97231708637364,0.165
2026-01-01 15:30:00,9.730010580419188,53.12688102201482,124.91481058041919,0.165
2026-01-01 15:45:00,3.701357830596359,53.95452979384128,126.78975783059633,0.165
2026-01-01 16:00:00,3.611022878467356,54.76197905629728,130.04462287846735,0.336
2026-01-01 16:15:00,16.76928065166007,58.51170420338567,130.27028065166004,0.336
2026-01-01 16:30:00,6.6558611437136905,60.0,148.61176114371366,0.336
2026-01-01 16:45:00,-2.894542717315759,59.19095071503813,112.43965728268427,0.336
2026-01-01 17:00:00,3.618178396644691,60.0,111.39937839664466,0.336
2026-01-01 17:15:00,0.0,60.0,113.04689999999998,0.336
2026-01-01 17:30:00,0.0,60.0,135.3468,0.336
2026-01-01 17:45:00,0.0,60.0,144.2515,0.336
2026-01-01 18:00:00,0.0,60.0,160.342,0.336
2026-01-01 18:15:00,-5.235236673865423,58.53670686486713,155.4848633261346,0.336
2026-01-01 18:30:00,6.544045842331776,60.0,162.04044584233176,0.336
2026-01-01 18:45:00,0.0,60.0,129.0894,0.336
2026-01-01 19:00:00,0.0,60.0,131.2708,0.507
2026-01-01 19:15:00,0.0,60.0,154.70850000000002,0.507
2026-01-01 19:30:00,-5.204541513714499,58.54528642295184,158.6315584862855,0.507
2026-01-01 19:45:00,-14.857853314827846,54.39239017149238,162.01194668517215,0.507
2026-01-01 20:00:00,-20.006423360554344,48.80042484388747,161.77497663944564,0.507
2026-01-01 20:15:00,8.48199318230944,50.697056177920835,186.76299318230946,0.507
2026-01-01 20:30:00,-20.12435757411946,45.07212723551535,120.48034242588051,0.507
2026-01-01 20:45:00,2.1777966156101036,45.55909736288267,129.57969661561012,0.507
2026-01-01 21:00:00,-18.475689445570293,40.394985171448845,101.97781055442971,0.507
2026-01-01 21:15:00,-20.192447619565407,34.751024482767335,85.83245238043462,0.507
2026-01-01 21:30:00,-7.658494891344154,32.610410084969786,99.47850510865584,0.507
2026-01-01 21:45:00,10.398811154845406,34.93565494771153,115.8616111548454,0.507
2026-01-01 22:00:00,-11.107622450495082,31.830980089247802,115.4539775495049,0.507
2026-01-01 22:15:00,-7.1723869957272,29.826236978825115,114.51491300427277,0.507
2026-01-01 22:30:00,-7.887294454867659,27.62167115886996,108.26430554513234,0.507
2026-01-01 22:45:00,-8.245250363629772,25.31705362079733,103.89214963637023,0.507
2026-01-01 23:00:00,-5.823676092456371,23.689286668088233,104.52252390754363,0.507
2026-01-01 23:15:00,1.1742473224472727,23.951856351627153,116.09654732244726,0.507
2026-01-01 23:30:00,8.704418092369126,25.898223407538794,122.86031809236914,0.507
2026-01-01 23:45:00,19.511712784902663,30.2611750219882,126.39081278490266,0.507
